dataset_id,source,dataset_family,representation,protocol,seed_start,subset,systems,n_samples,n_systems,merge_step,distance,left_cluster,right_cluster,merged_cluster,kpz_systems_inside,non_kpz_systems_inside
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,1,0.618114,eden,kpz,eden/kpz,eden/kpz,
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,2,1.22798,bd,eden/kpz,bd/eden/kpz,bd/eden/kpz,
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,2.4628,ew,bd/eden/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,4,3.1161,rd,bd/eden/ew/kpz,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,1,0.245756,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,2,0.483217,eden,bd/kpz,bd/eden/kpz,bd/eden/kpz,
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,2.31332,ew,bd/eden/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,4,3.51612,ks,bd/eden/ew/kpz,bd/eden/ew/kpz/ks,bd/eden/kpz,ew/ks
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,1,0.822516,eden,kpz,eden/kpz,eden/kpz,
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,1.63922,bd,eden/kpz,bd/eden/kpz,bd/eden/kpz,
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,3,3.04094,ew,bd/eden/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,1,0.22389,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,2,0.465637,ew,bd/kpz,bd/ew/kpz,bd/kpz,ew
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,3,0.566195,eden,bd/ew/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,2.49243,rd,bd/eden/ew/kpz,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,5,3.59902,ks,bd/eden/ew/kpz/rd,bd/eden/ew/kpz/ks/rd,bd/eden/kpz,ew/ks/rd
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_ks,EW/KPZ/BD/Eden/RD,200,5,1,0.478149,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_ks,EW/KPZ/BD/Eden/RD,200,5,2,0.685461,eden,ew,eden/ew,eden,ew
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,0.997043,bd/kpz,eden/ew,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_ks,EW/KPZ/BD/Eden/RD,200,5,4,3.49762,rd,bd/eden/ew/kpz,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_rd,EW/KPZ/BD/Eden/KS,200,5,1,0.238767,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_rd,EW/KPZ/BD/Eden/KS,200,5,2,0.494685,ew,bd/kpz,bd/ew/kpz,bd/kpz,ew
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,0.601056,eden,bd/ew/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_rd,EW/KPZ/BD/Eden/KS,200,5,4,3.83662,ks,bd/eden/ew/kpz,bd/eden/ew/kpz/ks,bd/eden/kpz,ew/ks
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,1,0.730624,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,1.01868,eden,ew,eden/ew,eden,ew
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,3,1.52208,bd/kpz,eden/ew,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,1,0.786088,ew,kpz,ew/kpz,kpz,ew
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,2,0.833735,bd,eden,bd/eden,bd/eden,
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,3,1.55156,rd,bd/eden,bd/eden/rd,bd/eden,rd
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,2.15575,ew/kpz,bd/eden/rd,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,5,3.44843,ks,bd/eden/ew/kpz/rd,bd/eden/ew/kpz/ks/rd,bd/eden/kpz,ew/ks/rd
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_ks,EW/KPZ/BD/Eden/RD,200,5,1,0.901948,ew,kpz,ew/kpz,kpz,ew
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_ks,EW/KPZ/BD/Eden/RD,200,5,2,1.65124,bd,eden,bd/eden,bd/eden,
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,2.01218,ew/kpz,bd/eden,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_ks,EW/KPZ/BD/Eden/RD,200,5,4,3.24862,rd,bd/eden/ew/kpz,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,1,0.817604,ew,kpz,ew/kpz,kpz,ew
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,2,0.888197,bd,eden,bd/eden,bd/eden,
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,1.7332,ew/kpz,bd/eden,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,4,3.59981,ks,bd/eden/ew/kpz,bd/eden/ew/kpz/ks,bd/eden/kpz,ew/ks
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,1,1.1385,ew,kpz,ew/kpz,kpz,ew
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,2.34311,bd,eden,bd/eden,bd/eden,
exponent_exp69_71000,results_exp70_matched_codex_sweep_full_exp69_seed71000\summary.json,effective_exponent,matched effective exponent geometry,exp69,71000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,3,2.62104,ew/kpz,bd/eden,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,1,0.451649,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,2,0.87744,eden,bd/kpz,bd/eden/kpz,bd/eden/kpz,
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,3,1.4983,rd,bd/eden/kpz,bd/eden/kpz/rd,bd/eden/kpz,rd
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,2.58549,ew,bd/eden/kpz/rd,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,5,3.38411,ks,bd/eden/ew/kpz/rd,bd/eden/ew/kpz/ks/rd,bd/eden/kpz,ew/ks/rd
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,1,0.471619,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,2,0.965796,eden,bd/kpz,bd/eden/kpz,bd/eden/kpz,
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,2.09236,rd,bd/eden/kpz,bd/eden/kpz/rd,bd/eden/kpz,rd
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,4,2.86675,ew,bd/eden/kpz/rd,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,1,0.455105,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,2,0.88577,eden,bd/kpz,bd/eden/kpz,bd/eden/kpz,
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,2.22934,ew,bd/eden/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,4,3.43798,ks,bd/eden/ew/kpz,bd/eden/ew/kpz/ks,bd/eden/kpz,ew/ks
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,1,0.530764,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,1.09551,eden,bd/kpz,bd/eden/kpz,bd/eden/kpz,
exponent_exp69_72000,results_exp70_matched_codex_sweep_full_exp69_seed72000\summary.json,effective_exponent,matched effective exponent geometry,exp69,72000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,3,2.66907,ew,bd/eden/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,1,0.611953,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,2,0.885205,eden,rd,eden/rd,eden,rd
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,3,1.07005,ew,bd/kpz,bd/ew/kpz,bd/kpz,ew
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,2.22959,eden/rd,bd/ew/kpz,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,5,3.46901,ks,bd/eden/ew/kpz/rd,bd/eden/ew/kpz/ks/rd,bd/eden/kpz,ew/ks/rd
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,1,0.764268,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,2,1.27542,ew,bd/kpz,bd/ew/kpz,bd/kpz,ew
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,1.32121,eden,rd,eden/rd,eden,rd
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,4,2.53244,bd/ew/kpz,eden/rd,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,1,0.628154,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,2,1.09754,ew,bd/kpz,bd/ew/kpz,bd/kpz,ew
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,1.84225,eden,bd/ew/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,4,3.58443,ks,bd/eden/ew/kpz,bd/eden/ew/kpz/ks,bd/eden/kpz,ew/ks
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,1,0.877817,bd,kpz,bd/kpz,bd/kpz,
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,1.47294,ew,bd/kpz,bd/ew/kpz,bd/kpz,ew
exponent_exp69_73000,results_exp70_matched_codex_sweep_full_exp69_seed73000\summary.json,effective_exponent,matched effective exponent geometry,exp69,73000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,3,2.35586,eden,bd/ew/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,all_six,EW/KPZ/BD/Eden/RD/KS,480,6,1,0.0970639,ew,kpz,ew/kpz,kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,all_six,EW/KPZ/BD/Eden/RD/KS,480,6,2,0.197315,eden,ew/kpz,eden/ew/kpz,eden/kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,all_six,EW/KPZ/BD/Eden/RD/KS,480,6,3,1.07793,ks,eden/ew/kpz,eden/ew/kpz/ks,eden/kpz,ew/ks
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,all_six,EW/KPZ/BD/Eden/RD/KS,480,6,4,2.59541,bd,eden/ew/kpz/ks,bd/eden/ew/kpz/ks,bd/eden/kpz,ew/ks
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,all_six,EW/KPZ/BD/Eden/RD/KS,480,6,5,4.7143,rd,bd/eden/ew/kpz/ks,bd/eden/ew/kpz/ks/rd,bd/eden/kpz,ew/ks/rd
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_ks,EW/KPZ/BD/Eden/RD,400,5,1,0.0889446,ew,kpz,ew/kpz,kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_ks,EW/KPZ/BD/Eden/RD,400,5,2,0.211597,eden,ew/kpz,eden/ew/kpz,eden/kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_ks,EW/KPZ/BD/Eden/RD,400,5,3,2.5381,bd,eden/ew/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_ks,EW/KPZ/BD/Eden/RD,400,5,4,4.44823,rd,bd/eden/ew/kpz,bd/eden/ew/kpz/rd,bd/eden/kpz,ew/rd
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_rd,EW/KPZ/BD/Eden/KS,400,5,1,0.155792,ew,kpz,ew/kpz,kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_rd,EW/KPZ/BD/Eden/KS,400,5,2,0.33328,eden,ew/kpz,eden/ew/kpz,eden/kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_rd,EW/KPZ/BD/Eden/KS,400,5,3,1.02137,ks,eden/ew/kpz,eden/ew/kpz/ks,eden/kpz,ew/ks
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_rd,EW/KPZ/BD/Eden/KS,400,5,4,5.43484,bd,eden/ew/kpz/ks,bd/eden/ew/kpz/ks,bd/eden/kpz,ew/ks
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_rd_no_ks,EW/KPZ/BD/Eden,320,4,1,0.139863,ew,kpz,ew/kpz,kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_rd_no_ks,EW/KPZ/BD/Eden,320,4,2,0.32466,eden,ew/kpz,eden/ew/kpz,eden/kpz,ew
exp62_spatial,results_exp62/features.npz,feature,6D spatial morphology,stored exp62 feature matrix,,no_rd_no_ks,EW/KPZ/BD/Eden,320,4,3,5.08138,bd,eden/ew/kpz,bd/eden/ew/kpz,bd/eden/kpz,ew
