dataset_id,source,dataset_family,representation,protocol,seed_start,subset,systems,n_samples,n_systems,system_a,system_b,standardized_centroid_distance,same_universality_class
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,kpz,1.49205,True
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,ks,3.12347,False
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,eden,ew,1.94328,False
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,eden,kpz,1.61774,True
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,eden,ks,3.08105,False
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,ew,kpz,0.402163,False
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,ew,ks,4.49537,False
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd,EW/KPZ/BD/Eden/KS,200,5,kpz,ks,4.21514,False
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,bd,eden,1.57044,True
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,bd,ew,2.9894,False
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,bd,kpz,2.3178,True
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,eden,ew,2.69811,False
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,eden,kpz,2.31699,True
exponent_equal_71000,results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,effective_exponent,matched effective exponent geometry,equal,71000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,ew,kpz,0.755207,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,eden,0.923386,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,ew,2.39196,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,kpz,0.3112,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,ks,3.15449,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,rd,1.52893,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,ew,3.31443,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,kpz,1.1952,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,ks,2.75342,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,rd,0.615606,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ew,kpz,2.13275,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ew,ks,4.84816,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ew,rd,3.91737,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,kpz,ks,3.29798,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,kpz,rd,1.80825,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ks,rd,2.60027,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,bd,eden,1.18669,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,bd,ew,2.44939,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,bd,kpz,0.371433,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,bd,rd,2.30288,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,eden,ew,3.52435,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,eden,kpz,1.33078,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,eden,rd,1.1559,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,ew,kpz,2.22079,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,ew,rd,4.46342,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_ks,EW/KPZ/BD/Eden/RD,200,5,kpz,rd,2.38166,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,eden,0.923209,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,ew,2.39317,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,kpz,0.313697,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,ks,2.98436,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,eden,ew,3.31555,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,eden,kpz,1.19795,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,eden,ks,2.56281,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,ew,kpz,2.13113,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,ew,ks,4.73995,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd,EW/KPZ/BD/Eden/KS,200,5,kpz,ks,3.13911,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,bd,eden,1.3126,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,bd,ew,2.65986,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,bd,kpz,0.415522,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,eden,ew,3.84068,False
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,eden,kpz,1.46363,True
exponent_equal_72000,results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,effective_exponent,matched effective exponent geometry,equal,72000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,ew,kpz,2.40739,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,eden,1.01471,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,ew,1.39759,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,kpz,0.728837,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,ks,3.52366,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,rd,1.92647,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,ew,2.37952,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,kpz,1.7435,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,ks,2.99246,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,rd,0.94145,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ew,kpz,0.74728,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ew,ks,4.55327,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ew,rd,3.31125,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,kpz,ks,4.02843,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,kpz,rd,2.64835,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ks,rd,2.62868,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,bd,eden,1.1741,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,bd,ew,1.61549,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,bd,kpz,0.806304,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,bd,rd,2.66245,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,eden,ew,2.61767,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,eden,kpz,1.96795,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,eden,rd,2.22325,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,ew,kpz,1.00101,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,ew,rd,4.21319,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_ks,EW/KPZ/BD/Eden/RD,200,5,kpz,rd,3.30013,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,eden,1.03408,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,ew,1.43163,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,kpz,0.742785,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,bd,ks,3.40598,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,eden,ew,2.43232,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,eden,kpz,1.77683,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,eden,ks,2.82472,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,ew,kpz,0.768408,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,ew,ks,4.50305,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd,EW/KPZ/BD/Eden/KS,200,5,kpz,ks,3.94579,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,bd,eden,1.44923,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,bd,ew,2.00488,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,bd,kpz,0.989592,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,eden,ew,3.22183,False
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,eden,kpz,2.42163,True
exponent_equal_73000,results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,effective_exponent,matched effective exponent geometry,equal,73000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,ew,kpz,1.2633,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,eden,0.552548,True
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,ew,2.07879,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,kpz,0.229542,True
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,ks,3.26007,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,bd,rd,1.99318,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,ew,2.41462,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,kpz,0.343137,True
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,ks,3.09708,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,eden,rd,1.55695,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ew,kpz,2.1422,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ew,ks,4.74982,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,ew,rd,3.96573,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,kpz,ks,3.22617,False
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,kpz,rd,1.85863,False
